student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa,placement_status,student_segment,experience_score,has_backlog,academic_risk,salary_tier,readiness_score
S1143,5.74,Mechanical,1,0,0,1,1,22.3,7.7,54.6,3,1,0,73.6,2,1,MNC,Software Engineer,89.38,Placed,4. Low Skill + Low CGPA,2.1999999999999997,0,Low Risk,High,11.89
S1144,5.56,Civil,2,1,1,0,0,30.4,4.2,42.2,3,3,0,82.6,2,1,Mid-size,Analyst,57.89,Placed,4. Low Skill + Low CGPA,3.0,0,Low Risk,High,12.22
S1145,8.08,CSE,3,1,0,0,1,58.9,9.5,93.9,3,2,0,87.1,2,1,MNC,Web Developer,84.75,Placed,3. Low Skill + High CGPA,2.5999999999999996,0,Low Risk,High,23.47
S1146,6.95,IT,2,1,1,1,1,69.9,6.2,68.8,0,6,0,86.7,4,1,MNC,Data Scientist,81.88,Placed,2. High Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,23.580000000000002
S1147,5.0,EEE,2,0,0,1,0,45.7,4.9,64.3,0,2,0,38.6,1,1,Startup,Analyst,34.59,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,16.660000000000004
S1148,7.74,ECE,2,1,1,0,1,87.8,6.7,47.3,1,1,0,60.9,3,1,MNC,Data Scientist,74.26,Placed,1. High Skill + High CGPA,1.0,0,Low Risk,High,24.159999999999997
S1149,8.07,Mechanical,2,1,0,0,1,59.6,9.8,48.2,1,3,0,78.4,2,1,Mid-size,Analyst,72.17,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,18.92
S1150,5.46,Civil,1,0,0,0,1,55.7,7.2,55.2,0,6,0,61.7,1,1,Startup,Software Engineer,37.95,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,18.580000000000002
S1151,9.1,CSE,3,1,0,0,0,33.5,7.4,86.9,0,2,1,44.7,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.8,1,High Risk,Not Placed,16.73
S1152,6.95,EEE,1,1,0,1,0,29.2,7.3,59.2,1,3,1,67.8,2,1,MNC,Software Engineer,71.24,Placed,4. Low Skill + Low CGPA,1.8000000000000003,1,High Risk,High,13.690000000000001
S1153,9.8,IT,2,1,1,0,0,26.7,5.6,69.2,1,4,0,69.0,2,1,MNC,Web Developer,84.41,Placed,3. Low Skill + High CGPA,2.2,0,Low Risk,High,14.17
S1154,9.42,CSE,2,1,1,1,1,60.2,8.5,66.0,1,2,0,88.8,4,1,MNC,Data Scientist,91.32,Placed,1. High Skill + High CGPA,1.4,0,Low Risk,High,21.14
S1155,6.41,Civil,1,1,1,1,0,50.9,8.4,69.9,1,3,0,76.7,3,1,Mid-size,Analyst,54.63,Placed,2. High Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,19.51
S1156,9.33,IT,2,1,1,0,0,49.1,5.1,60.9,2,4,0,77.8,2,1,MNC,Software Engineer,68.91,Placed,3. Low Skill + High CGPA,2.8,0,Low Risk,High,17.92
S1157,8.09,Civil,2,1,0,0,0,36.6,6.6,74.1,1,2,1,52.0,1,1,Startup,Analyst,38.22,Placed,3. Low Skill + High CGPA,1.4,1,High Risk,High,16.14
S1158,6.97,CSE,2,0,0,1,1,56.5,5.4,95.1,0,3,0,46.6,2,1,MNC,Data Scientist,78.9,Placed,4. Low Skill + Low CGPA,1.2000000000000002,0,Low Risk,High,22.4
S1159,6.84,CSE,2,1,0,1,1,34.2,4.7,45.5,0,4,1,66.7,3,1,MNC,Analyst,73.0,Placed,2. High Skill + Low CGPA,1.6,1,High Risk,High,13.36
S1160,8.11,Civil,3,1,1,0,1,86.5,9.3,87.0,1,6,0,97.3,3,1,MNC,Data Scientist,90.24,Placed,1. High Skill + High CGPA,3.0000000000000004,0,Low Risk,High,28.879999999999995
S1161,7.25,EEE,3,1,1,0,0,14.4,9.3,64.6,1,5,0,81.8,2,1,MNC,Software Engineer,74.16,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,11.77
S1162,9.93,Civil,1,1,1,0,0,87.2,8.4,59.0,1,2,0,70.1,2,1,Mid-size,Software Engineer,76.91,Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,High,25.230000000000004
S1163,5.17,IT,2,0,1,0,1,43.9,9.6,72.1,1,2,0,68.6,2,1,Mid-size,Software Engineer,63.64,Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,High,18.0
S1164,7.1,IT,3,0,0,0,0,79.6,7.3,96.2,0,5,0,45.8,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,Not Placed,27.020000000000003
S1165,6.15,IT,3,1,0,0,1,42.2,4.1,99.1,1,5,0,65.4,2,1,MNC,Web Developer,64.03,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,20.26
S1166,6.56,CSE,1,1,0,1,1,87.4,7.0,59.9,3,2,0,91.3,3,1,MNC,Analyst,95.32,Placed,2. High Skill + Low CGPA,2.5999999999999996,0,Low Risk,High,25.82
S1167,9.61,CSE,2,0,0,0,0,60.5,6.9,96.1,0,2,1,33.8,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.8,1,High Risk,Not Placed,22.700000000000003
S1168,7.97,Civil,1,1,1,0,0,10.2,9.4,77.8,0,4,0,72.6,2,1,MNC,Web Developer,86.09,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,11.96
S1169,7.81,CSE,1,1,0,1,0,55.5,8.3,94.2,2,2,1,77.0,2,1,Mid-size,Web Developer,65.91,Placed,3. Low Skill + High CGPA,2.0,1,High Risk,High,22.550000000000004
S1170,7.47,CSE,3,1,1,0,0,60.2,4.8,75.0,0,6,1,67.3,2,1,Mid-size,Software Engineer,59.23,Placed,4. Low Skill + Low CGPA,2.4000000000000004,1,High Risk,High,21.520000000000003
S1171,5.54,CSE,2,1,1,1,0,35.5,4.9,81.4,3,1,1,83.3,3,1,MNC,Analyst,73.0,Placed,2. High Skill + Low CGPA,2.1999999999999997,1,High Risk,High,17.23
S1172,5.2,ECE,1,1,1,1,1,5.3,7.7,47.5,0,2,0,68.7,4,1,Mid-size,Web Developer,57.84,Placed,2. High Skill + Low CGPA,0.8,0,Low Risk,High,8.08
S1173,5.53,IT,3,1,0,0,1,55.9,6.2,78.5,0,1,1,43.6,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,0.4,1,High Risk,Not Placed,20.400000000000002
S1174,9.2,Civil,1,0,0,1,1,84.9,5.0,82.4,0,2,0,43.9,2,1,MNC,Software Engineer,76.07,Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,High,26.620000000000005
S1175,5.23,Mechanical,3,1,1,0,1,36.9,6.5,73.8,3,2,0,90.6,3,1,Mid-size,Software Engineer,62.32,Placed,2. High Skill + Low CGPA,2.5999999999999996,0,Low Risk,High,17.06
S1176,8.22,Mechanical,3,1,1,1,1,49.7,6.8,78.4,1,2,0,76.3,4,1,Mid-size,Data Scientist,57.25,Placed,1. High Skill + High CGPA,1.4,0,Low Risk,High,20.110000000000003
S1177,5.74,EEE,2,0,0,0,0,87.7,4.1,43.7,2,1,0,40.7,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,Not Placed,22.770000000000003
S1178,8.55,Civil,1,0,1,0,1,49.1,6.7,98.4,3,1,0,75.2,2,1,MNC,Data Scientist,81.78,Placed,3. Low Skill + High CGPA,2.1999999999999997,0,Low Risk,High,21.53
S1179,8.56,EEE,3,1,0,0,0,68.2,4.5,77.6,0,2,0,31.0,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,Not Placed,22.450000000000003
S1180,9.43,Civil,2,1,1,0,0,18.3,4.7,43.6,0,6,0,59.7,2,1,MNC,Data Scientist,81.7,Placed,3. Low Skill + High CGPA,2.4000000000000004,0,Low Risk,High,9.99
S1181,9.37,CSE,1,1,0,0,1,41.7,9.8,84.1,0,1,0,51.4,2,1,MNC,Data Scientist,86.97,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,18.480000000000004
S1182,7.17,CSE,3,0,1,1,0,9.5,4.8,87.6,1,5,1,73.7,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.6,1,High Risk,Not Placed,12.64
S1183,5.72,Civil,2,1,1,0,0,18.0,6.9,79.5,1,6,1,81.4,2,1,Mid-size,Analyst,64.9,Placed,4. Low Skill + Low CGPA,3.0000000000000004,1,High Risk,High,13.89
S1184,5.97,EEE,2,0,1,1,1,72.4,5.6,72.5,3,5,0,101.0,3,1,MNC,Data Scientist,90.93,Placed,2. High Skill + Low CGPA,3.8,0,Low Risk,High,24.39
S1185,5.6,IT,2,0,1,1,0,59.5,5.0,58.7,0,6,0,69.2,2,1,MNC,Software Engineer,73.39,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,19.770000000000003
S1186,6.15,IT,3,1,1,0,0,33.9,7.2,80.0,1,3,0,64.0,2,1,MNC,Analyst,77.73,Placed,4. Low Skill + Low CGPA,1.8000000000000003,0,Low Risk,High,16.700000000000003
S1187,6.39,Civil,1,1,1,0,1,91.0,4.2,66.9,1,2,0,63.1,3,1,Top Tech,Analyst,87.97,Placed,2. High Skill + Low CGPA,1.4,0,Low Risk,High,26.66
S1188,8.28,IT,3,1,0,0,1,80.9,9.4,88.8,3,3,0,89.4,2,1,Mid-size,Data Scientist,73.5,Placed,3. Low Skill + High CGPA,3.0,0,Low Risk,High,27.500000000000007
S1189,9.09,Civil,2,0,1,0,0,71.4,5.3,50.6,1,5,0,63.3,1,1,Startup,Analyst,41.71,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,21.07
S1190,7.15,Civil,1,0,1,0,0,54.6,6.3,74.4,3,3,3,71.4,1,1,Startup,Data Scientist,43.87,Placed,4. Low Skill + Low CGPA,3.0,1,High Risk,High,20.190000000000005
S1191,9.21,EEE,2,1,1,0,0,9.0,10.0,73.1,2,6,0,104.4,2,1,Mid-size,Software Engineer,73.13,Placed,3. Low Skill + High CGPA,3.6000000000000005,0,Low Risk,High,11.91
S1192,8.47,IT,2,1,1,0,0,67.5,6.4,68.6,0,4,1,60.0,2,1,MNC,Software Engineer,77.37,Placed,3. Low Skill + High CGPA,1.6,1,High Risk,High,22.2
S1193,6.46,Mechanical,1,1,1,0,0,53.4,5.9,71.6,2,6,0,88.9,2,1,MNC,Analyst,91.68,Placed,4. Low Skill + Low CGPA,3.6000000000000005,0,Low Risk,High,20.23
S1194,9.62,ECE,1,1,1,1,0,61.5,8.3,92.9,0,5,2,78.8,3,1,MNC,Web Developer,79.54,Placed,1. High Skill + High CGPA,2.0,1,High Risk,High,24.07
S1195,5.09,Mechanical,2,1,1,0,0,37.0,8.9,56.2,2,1,1,74.4,2,1,MNC,Analyst,74.14,Placed,4. Low Skill + Low CGPA,1.6,1,High Risk,High,14.960000000000003
S1196,5.31,Mechanical,3,1,0,1,0,52.8,4.2,43.5,1,4,2,66.4,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.2,1,High Risk,Not Placed,16.68
S1197,6.86,IT,2,1,1,0,0,40.7,7.4,65.7,0,4,0,65.3,2,1,MNC,Software Engineer,79.44,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,16.65
S1198,9.62,CSE,3,0,0,0,0,21.8,4.3,69.5,1,1,0,32.4,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,Not Placed,12.040000000000001
S1199,6.53,CSE,1,0,0,0,0,45.2,4.9,80.9,2,2,0,40.5,0,1,Startup,Analyst,37.44,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,18.220000000000006
S1200,5.76,IT,1,0,0,0,0,39.4,7.6,62.1,2,2,1,54.0,0,1,Startup,Software Engineer,46.25,Placed,4. Low Skill + Low CGPA,2.0,1,High Risk,High,15.450000000000001
S1201,9.11,EEE,3,1,0,0,1,87.6,5.6,60.5,3,2,0,76.7,2,1,MNC,Analyst,83.21,Placed,3. Low Skill + High CGPA,2.5999999999999996,0,Low Risk,High,25.48
S1202,6.27,Civil,3,0,1,0,1,30.5,4.6,54.9,0,5,0,62.7,2,1,Mid-size,Web Developer,63.51,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,13.4
S1203,7.54,EEE,3,1,1,0,1,95.0,6.8,82.1,2,2,0,83.3,3,1,Mid-size,Web Developer,79.9,Placed,1. High Skill + High CGPA,2.0,0,Low Risk,High,29.39
S1204,5.42,CSE,3,0,1,1,1,57.3,6.9,46.4,2,4,0,94.6,3,1,MNC,Data Scientist,78.12,Placed,2. High Skill + Low CGPA,2.8,0,Low Risk,High,18.59
S1205,9.46,ECE,1,1,1,0,1,20.3,8.0,79.0,3,5,0,108.2,3,1,Mid-size,Analyst,55.09,Placed,1. High Skill + High CGPA,3.8,0,Low Risk,High,14.860000000000001
S1206,9.6,CSE,3,1,1,0,0,49.9,9.6,49.0,1,3,0,76.5,2,1,Mid-size,Data Scientist,73.88,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,17.04
S1207,9.23,IT,3,1,1,0,0,30.3,5.9,69.5,0,2,0,43.1,2,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,0.8,0,Low Risk,Not Placed,14.5
S1208,8.11,ECE,2,0,0,0,0,50.6,4.5,42.8,1,2,0,36.6,0,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,Not Placed,15.3
S1209,9.29,Mechanical,3,1,0,0,1,0.1,9.9,64.4,1,2,0,72.8,2,1,Mid-size,Software Engineer,64.06,Placed,3. Low Skill + High CGPA,1.4,0,Low Risk,High,8.500000000000002
S1210,7.18,ECE,3,0,0,0,1,98.5,4.6,60.1,0,5,0,44.3,1,1,Startup,Web Developer,45.99,Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,High,27.220000000000006
S1211,8.15,Civil,1,1,1,1,0,16.6,5.9,65.9,2,1,1,74.7,3,1,Mid-size,Software Engineer,64.85,Placed,1. High Skill + High CGPA,1.6,1,High Risk,High,11.850000000000001
S1212,8.38,IT,1,1,1,1,0,59.0,4.8,44.0,1,6,0,88.2,3,1,MNC,Web Developer,78.77,Placed,1. High Skill + High CGPA,3.0000000000000004,0,Low Risk,High,18.630000000000003
S1213,6.65,CSE,2,1,0,0,0,28.6,4.7,43.9,2,4,0,60.4,1,1,Startup,Software Engineer,40.14,Placed,4. Low Skill + Low CGPA,2.8,0,Low Risk,High,11.78
S1214,9.87,ECE,3,1,1,0,0,97.1,4.8,46.7,1,6,1,69.8,2,1,MNC,Data Scientist,88.6,Placed,3. Low Skill + High CGPA,3.0000000000000004,1,High Risk,High,26.220000000000002
S1215,8.93,CSE,1,0,0,0,0,68.9,6.0,76.8,0,4,0,34.5,0,1,Startup,Data Scientist,38.93,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,22.66
S1216,7.0,Civil,1,0,1,0,0,35.0,5.3,87.7,3,4,0,71.9,1,1,Startup,Data Scientist,41.04,Placed,4. Low Skill + Low CGPA,3.4,0,Low Risk,High,17.65
S1217,5.74,EEE,2,0,1,0,0,9.7,5.7,79.6,0,4,0,44.2,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,Not Placed,11.370000000000001
S1218,5.34,Mechanical,3,1,1,1,0,14.5,5.8,86.0,0,5,0,68.2,3,1,MNC,Analyst,80.68,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,13.73
S1219,7.57,IT,2,0,1,0,0,62.9,8.7,81.1,1,1,0,48.5,1,1,Startup,Data Scientist,49.23,Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,High,22.16
S1220,7.56,Civil,2,0,0,0,0,82.1,7.5,53.4,0,5,0,46.2,0,1,Startup,Software Engineer,48.13,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,23.259999999999998
S1221,5.3,CSE,2,1,0,1,1,18.8,5.0,92.2,1,1,0,63.9,3,1,Mid-size,Web Developer,52.96,Placed,2. High Skill + Low CGPA,1.0,0,Low Risk,High,14.680000000000001
S1222,6.62,ECE,3,0,0,1,0,65.0,8.6,59.4,2,3,0,73.6,1,1,Startup,Software Engineer,42.38,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,20.85
S1223,7.99,ECE,3,0,0,0,1,50.1,6.2,65.9,1,3,1,50.7,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.8000000000000003,1,High Risk,Not Placed,18.130000000000003
S1224,7.72,Mechanical,3,1,1,1,1,50.5,9.1,85.1,2,4,0,106.7,4,1,MNC,Software Engineer,81.13,Placed,1. High Skill + High CGPA,2.8,0,Low Risk,High,21.62
S1225,8.44,EEE,2,1,1,0,0,48.2,8.0,69.7,3,5,0,95.7,2,1,MNC,Analyst,80.66,Placed,3. Low Skill + High CGPA,3.8,0,Low Risk,High,19.21
S1226,8.24,CSE,2,1,1,1,0,98.9,9.0,75.3,1,5,0,92.2,3,1,Mid-size,Data Scientist,65.31,Placed,1. High Skill + High CGPA,2.6,0,Low Risk,High,30.009999999999998
S1227,6.02,ECE,1,1,0,0,0,92.2,7.2,81.8,0,6,0,60.4,1,1,Startup,Analyst,46.27,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,28.54
S1228,8.99,CSE,3,1,1,0,0,5.1,9.3,90.5,0,4,0,63.7,2,1,MNC,Software Engineer,79.58,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,12.200000000000001
S1229,5.14,IT,3,0,0,1,1,61.6,9.3,54.8,3,3,0,91.6,2,1,MNC,Software Engineer,95.84,Placed,4. Low Skill + Low CGPA,3.0,0,Low Risk,High,20.229999999999997
S1230,5.01,CSE,1,1,1,0,0,60.7,6.7,86.7,1,1,3,52.5,2,1,MNC,Data Scientist,71.38,Placed,4. Low Skill + Low CGPA,1.0,1,High Risk,High,22.380000000000003
S1231,5.96,CSE,2,1,0,0,1,6.2,9.2,51.1,0,3,2,60.9,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.2000000000000002,1,High Risk,Not Placed,8.32
S1232,9.3,ECE,2,1,1,0,0,92.0,9.8,57.1,0,1,0,57.8,2,1,MNC,Data Scientist,93.45,Placed,3. Low Skill + High CGPA,0.4,0,Low Risk,High,25.840000000000003
S1233,7.83,IT,1,0,1,0,0,99.1,9.3,85.0,1,2,1,55.9,1,1,Startup,Web Developer,43.05,Placed,3. Low Skill + High CGPA,1.4,1,High Risk,High,30.0
S1234,9.99,IT,2,1,0,0,0,6.5,6.4,80.0,3,3,1,76.6,1,1,Startup,Data Scientist,41.81,Placed,3. Low Skill + High CGPA,3.0,1,High Risk,High,11.14
S1235,9.91,EEE,3,0,1,0,0,80.1,6.9,88.3,1,2,1,49.7,1,1,Startup,Analyst,42.4,Placed,3. Low Skill + High CGPA,1.4,1,High Risk,High,26.29
S1236,6.66,ECE,1,1,1,0,1,22.9,5.1,71.1,1,1,3,56.7,3,0,Not Placed,Not Placed,0.0,Not Placed,2. High Skill + Low CGPA,1.0,1,High Risk,Not Placed,13.4
S1237,9.67,Mechanical,2,0,1,1,1,28.2,5.9,94.2,0,4,1,65.4,3,1,Mid-size,Software Engineer,48.25,Placed,1. High Skill + High CGPA,1.6,1,High Risk,High,17.15
S1238,5.95,Mechanical,3,0,1,0,0,91.1,7.3,55.9,3,3,2,79.7,1,1,Startup,Software Engineer,42.11,Placed,4. Low Skill + Low CGPA,3.0,1,High Risk,High,25.74
S1239,5.69,IT,1,1,1,1,1,50.7,4.9,59.8,0,5,0,77.5,4,1,MNC,Software Engineer,82.97,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,18.560000000000002
S1240,8.28,EEE,1,1,0,0,0,48.0,5.6,62.9,1,3,0,48.4,1,1,Startup,Web Developer,43.63,Placed,3. Low Skill + High CGPA,1.8000000000000003,0,Low Risk,High,17.35
S1241,8.69,ECE,2,1,0,0,1,27.9,6.0,72.8,0,4,0,58.0,2,1,MNC,Analyst,72.49,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,14.66
S1242,7.85,CSE,3,1,1,0,0,46.4,8.4,45.6,3,6,0,106.3,2,1,MNC,Web Developer,85.55,Placed,3. Low Skill + High CGPA,4.2,0,Low Risk,High,16.63
S1243,8.66,CSE,2,0,0,1,1,91.5,5.8,84.5,2,2,0,69.9,2,1,MNC,Data Scientist,87.38,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,28.53
S1244,5.14,ECE,3,0,0,1,1,3.0,6.2,53.4,2,6,1,90.9,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,3.6000000000000005,1,High Risk,Not Placed,8.36
S1245,7.17,ECE,3,1,0,0,0,54.2,9.1,71.5,0,1,0,42.7,1,1,Startup,Data Scientist,52.0,Placed,4. Low Skill + Low CGPA,0.4,0,Low Risk,High,19.35
S1246,9.83,EEE,2,0,1,0,1,21.6,7.0,98.0,3,5,1,94.8,2,1,MNC,Web Developer,96.46,Placed,3. Low Skill + High CGPA,3.8,1,High Risk,High,16.62
S1247,9.95,IT,3,0,0,1,1,2.9,4.0,55.4,2,1,0,52.0,2,1,MNC,Data Scientist,81.85,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,7.57
S1248,8.39,IT,1,1,1,0,1,26.5,9.3,44.3,2,3,0,97.6,3,1,MNC,Web Developer,89.23,Placed,1. High Skill + High CGPA,2.4000000000000004,0,Low Risk,High,12.31
S1249,5.08,CSE,1,0,1,1,1,98.2,8.8,40.6,0,5,0,83.9,3,1,Top Tech,Analyst,116.59,Placed,2. High Skill + Low CGPA,2.0,0,Low Risk,High,26.229999999999997
S1250,7.22,Civil,3,1,0,1,0,64.1,8.7,68.1,2,4,0,91.1,2,1,Mid-size,Software Engineer,51.13,Placed,4. Low Skill + Low CGPA,2.8,0,Low Risk,High,22.0
S1251,5.84,ECE,1,1,0,0,0,13.4,8.6,53.0,0,5,0,62.4,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.0,0,Low Risk,Not Placed,9.89
S1252,6.21,Civil,2,1,0,1,1,62.6,6.0,82.0,2,6,1,100.5,3,1,MNC,Analyst,87.71,Placed,2. High Skill + Low CGPA,3.6000000000000005,1,High Risk,High,23.42
S1253,8.9,CSE,1,1,1,0,0,10.0,8.5,93.2,1,1,0,57.0,2,1,Mid-size,Data Scientist,50.39,Placed,3. Low Skill + High CGPA,1.0,0,Low Risk,High,13.07
S1254,5.44,EEE,2,1,0,0,0,25.5,5.7,78.7,0,2,0,34.6,1,1,Startup,Software Engineer,42.76,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,14.14
S1255,5.28,IT,3,1,1,1,0,7.1,7.0,45.1,0,6,0,85.3,3,1,Mid-size,Analyst,57.04,Placed,2. High Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,8.43
S1256,5.87,CSE,1,1,1,0,0,6.6,7.1,58.8,2,5,1,86.7,2,1,MNC,Data Scientist,75.83,Placed,4. Low Skill + Low CGPA,3.2,1,High Risk,High,9.559999999999999
S1257,6.25,Mechanical,2,1,1,1,0,64.7,9.2,86.6,1,5,0,90.3,3,1,Mid-size,Analyst,57.91,Placed,2. High Skill + Low CGPA,2.6,0,Low Risk,High,24.32
S1258,8.97,EEE,3,0,1,0,1,53.8,4.2,64.2,3,1,1,64.5,2,1,Mid-size,Software Engineer,52.85,Placed,3. Low Skill + High CGPA,2.1999999999999997,1,High Risk,High,18.8
S1259,5.12,Mechanical,1,0,1,0,1,90.9,4.6,99.4,0,2,0,44.8,2,1,MNC,Data Scientist,69.17,Placed,4. Low Skill + Low CGPA,0.8,0,Low Risk,High,29.480000000000008
S1260,5.88,Civil,2,0,0,0,0,6.4,9.2,70.8,1,6,0,69.1,0,1,Startup,Software Engineer,36.09,Placed,4. Low Skill + Low CGPA,3.0000000000000004,0,Low Risk,High,10.33
S1261,6.78,Mechanical,3,1,1,0,0,43.9,8.9,86.8,1,5,0,83.2,2,1,Mid-size,Software Engineer,65.56,Placed,4. Low Skill + Low CGPA,2.6,0,Low Risk,High,19.85
S1262,7.83,EEE,3,0,0,0,0,90.0,7.4,84.6,1,5,0,59.6,0,1,Startup,Data Scientist,39.82,Placed,3. Low Skill + High CGPA,2.6,0,Low Risk,High,28.099999999999994
S1263,7.06,IT,2,1,1,1,0,76.1,8.3,94.2,0,2,2,61.0,3,1,MNC,Analyst,82.83,Placed,2. High Skill + Low CGPA,0.8,1,High Risk,High,26.67
S1264,6.0,ECE,2,1,1,0,0,46.2,5.1,75.1,1,2,2,54.6,2,1,MNC,Analyst,84.15,Placed,4. Low Skill + Low CGPA,1.4,1,High Risk,High,18.310000000000002
S1265,5.71,ECE,2,1,0,0,0,2.2,5.3,72.2,1,3,1,46.7,1,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,1.8000000000000003,1,High Risk,Not Placed,9.09
S1266,6.35,ECE,1,0,0,1,0,66.9,5.7,71.4,1,2,0,48.7,1,1,Startup,Software Engineer,46.38,Placed,4. Low Skill + Low CGPA,1.4,0,Low Risk,High,21.840000000000003
S1267,7.15,IT,1,0,0,0,1,52.7,9.1,43.6,0,4,0,60.8,1,1,Startup,Software Engineer,46.03,Placed,4. Low Skill + Low CGPA,1.6,0,Low Risk,High,16.71
S1268,5.42,IT,1,1,0,1,0,32.7,4.4,93.2,0,1,0,34.0,2,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,0.4,0,Low Risk,Not Placed,17.05
S1269,6.44,IT,2,0,0,0,0,10.4,9.4,75.1,3,2,3,63.4,0,0,Not Placed,Not Placed,0.0,Not Placed,4. Low Skill + Low CGPA,2.5999999999999996,1,High Risk,Not Placed,11.28
S1270,7.58,EEE,2,0,1,1,0,74.9,7.9,68.4,0,5,0,73.0,2,1,Mid-size,Web Developer,55.7,Placed,3. Low Skill + High CGPA,2.0,0,Low Risk,High,23.96
S1271,7.55,CSE,3,1,0,0,0,40.9,5.9,48.9,0,3,1,47.5,1,0,Not Placed,Not Placed,0.0,Not Placed,3. Low Skill + High CGPA,1.2000000000000002,1,High Risk,Not Placed,14.41
S1272,7.83,ECE,1,1,0,0,0,9.4,7.9,70.3,0,4,0,49.4,1,1,Startup,Web Developer,38.18,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,10.600000000000001
S1273,5.83,ECE,2,1,0,0,0,64.4,9.6,46.5,0,6,0,71.5,1,1,Startup,Analyst,50.6,Placed,4. Low Skill + Low CGPA,2.4000000000000004,0,Low Risk,High,19.690000000000005
S1274,8.18,CSE,1,0,1,1,1,3.7,8.8,48.3,0,5,0,79.4,3,1,Mid-size,Data Scientist,55.4,Placed,1. High Skill + High CGPA,2.0,0,Low Risk,High,8.100000000000001
S1275,8.86,Civil,2,1,1,0,0,97.2,6.6,53.9,0,4,0,58.6,2,1,MNC,Software Engineer,76.59,Placed,3. Low Skill + High CGPA,1.6,0,Low Risk,High,26.690000000000005
S1276,6.38,IT,2,0,1,1,0,3.3,5.5,98.8,2,5,1,78.0,2,1,MNC,Data Scientist,71.02,Placed,4. Low Skill + Low CGPA,3.2,1,High Risk,High,12.740000000000002
