student_id,cgpa,branch,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,company_type,job_role,salary_lpa,placement_status
S2392,6.31,EEE,3,1,0,0,0,96.0,4.4,70.1,3,6,0,82.2,1,1,Startup,Software Engineer,48.96,Placed
S2393,8.23,CSE,1,1,1,1,0,60.1,4.8,47.0,1,1,0,60.8,3,1,Mid-size,Data Scientist,54.52,Placed
S2394,8.91,Mechanical,3,1,1,0,0,81.7,10.0,78.0,1,5,0,82.7,2,1,MNC,Software Engineer,74.08,Placed
S2395,6.36,IT,3,0,0,0,1,59.1,8.9,42.5,3,4,0,86.2,1,1,Startup,Data Scientist,44.34,Placed
S2396,5.5,EEE,3,1,0,0,0,28.1,4.4,57.6,0,1,0,27.5,1,0,Not Placed,Not Placed,0.0,Not Placed
S2397,5.03,ECE,2,1,0,0,0,98.4,5.9,76.3,0,2,1,39.0,1,0,Not Placed,Not Placed,0.0,Not Placed
S2398,8.71,Mechanical,3,0,1,1,1,15.0,9.4,60.5,1,1,0,72.5,3,1,Mid-size,Web Developer,68.1,Placed
S2399,8.09,IT,1,1,0,1,0,3.2,5.2,58.2,0,2,3,41.0,2,0,Not Placed,Not Placed,0.0,Not Placed
S2400,5.49,Civil,2,0,1,0,1,51.4,5.3,69.6,0,5,0,65.5,2,1,Mid-size,Analyst,64.0,Placed
S2401,9.3,Mechanical,3,1,0,0,0,80.9,4.8,42.4,2,1,0,46.7,1,1,Startup,Analyst,40.59,Placed
S2402,9.64,EEE,3,0,1,1,0,13.2,4.3,78.6,1,3,0,58.9,2,1,MNC,Analyst,70.95,Placed
S2403,7.62,CSE,3,0,0,0,0,37.1,5.8,49.4,1,4,0,49.9,0,1,Startup,Software Engineer,46.48,Placed
S2404,5.03,Mechanical,3,0,1,1,1,37.4,4.9,49.2,1,3,2,66.5,3,0,Not Placed,Not Placed,0.0,Not Placed
S2405,9.71,EEE,1,1,0,0,0,70.0,5.2,80.4,2,6,2,78.7,1,1,Startup,Analyst,48.83,Placed
S2406,6.71,CSE,2,1,1,0,1,47.1,6.5,94.3,3,1,0,81.6,3,1,MNC,Software Engineer,86.05,Placed
S2407,7.9,CSE,3,0,1,0,0,31.7,7.6,79.5,1,6,0,71.4,1,1,Startup,Analyst,45.51,Placed
S2408,8.87,CSE,2,1,0,1,1,87.8,4.6,55.1,0,2,0,58.5,3,1,MNC,Software Engineer,90.64,Placed
S2409,7.82,IT,2,1,0,1,0,70.2,7.1,49.9,0,6,0,75.6,2,1,MNC,Web Developer,70.49,Placed
S2410,5.78,Civil,2,1,0,0,0,74.6,9.4,75.1,2,5,0,87.8,1,1,Startup,Web Developer,42.03,Placed
S2411,6.86,EEE,2,1,1,0,1,35.7,7.8,88.8,0,4,0,76.2,3,1,MNC,Web Developer,64.7,Placed
S2412,8.44,Mechanical,1,1,0,0,0,1.5,4.4,49.8,1,3,0,49.2,1,0,Not Placed,Not Placed,0.0,Not Placed
S2413,5.06,Civil,1,1,1,0,1,14.5,4.4,40.7,3,1,0,76.9,3,1,MNC,Web Developer,69.88,Placed
S2414,8.2,IT,1,1,1,1,0,10.5,5.7,64.2,1,3,0,72.7,3,1,Mid-size,Web Developer,64.68,Placed
S2415,6.34,ECE,2,1,0,0,1,74.6,6.5,96.2,0,6,0,66.4,2,1,Mid-size,Data Scientist,51.37,Placed
S2416,6.44,ECE,3,1,0,1,0,52.2,6.0,65.6,1,2,0,57.1,2,1,MNC,Data Scientist,70.3,Placed
S2417,6.33,IT,1,1,0,0,0,50.1,7.1,53.5,1,6,0,73.2,1,1,Startup,Software Engineer,36.98,Placed
S2418,8.82,Civil,1,0,0,0,0,76.8,9.8,56.0,0,3,1,42.4,0,1,Startup,Data Scientist,41.82,Placed
S2419,9.48,Civil,2,1,1,0,0,69.5,8.9,79.6,3,1,0,86.2,2,1,Mid-size,Web Developer,63.08,Placed
S2420,5.6,IT,1,1,1,0,1,20.3,6.4,58.1,1,6,0,92.1,3,1,Mid-size,Data Scientist,62.61,Placed
S2421,9.59,Civil,2,0,0,0,0,23.7,7.4,87.0,1,6,1,66.1,0,1,Startup,Web Developer,37.41,Placed
S2422,9.42,Civil,3,1,1,0,0,96.8,9.5,47.6,0,2,0,63.4,2,1,MNC,Web Developer,86.88,Placed
S2423,8.24,Mechanical,1,0,1,1,1,80.2,8.6,55.5,0,2,2,69.1,3,1,MNC,Web Developer,94.82,Placed
S2424,6.11,Mechanical,2,1,1,1,0,69.5,6.5,90.0,2,1,0,74.3,3,1,Mid-size,Web Developer,62.51,Placed
S2425,6.73,EEE,2,1,1,1,1,10.9,10.0,49.7,1,4,0,95.1,4,1,Mid-size,Data Scientist,65.48,Placed
S2426,5.55,IT,2,1,1,0,1,12.1,5.0,68.7,3,4,0,96.2,3,1,MNC,Software Engineer,85.55,Placed
S2427,5.77,Mechanical,2,0,1,1,1,65.3,6.9,78.7,0,5,0,79.9,3,1,MNC,Data Scientist,73.44,Placed
S2428,5.71,Civil,3,1,1,1,0,82.3,8.9,63.3,0,1,0,66.5,3,1,MNC,Analyst,76.14,Placed
S2429,6.27,EEE,3,0,1,0,0,63.5,6.2,64.1,0,2,0,36.4,1,0,Not Placed,Not Placed,0.0,Not Placed
S2430,7.95,Mechanical,2,0,1,0,0,21.5,7.0,59.7,1,3,0,58.9,1,0,Not Placed,Not Placed,0.0,Not Placed
S2431,5.76,CSE,1,1,0,1,0,32.5,9.4,65.3,1,4,1,75.1,2,1,MNC,Web Developer,66.94,Placed
S2432,7.97,Civil,2,1,0,0,1,39.2,8.2,85.6,0,6,1,73.4,2,1,MNC,Software Engineer,88.84,Placed
S2433,7.8,Mechanical,2,0,1,0,0,49.4,8.4,53.3,3,5,0,86.0,1,1,Startup,Software Engineer,43.53,Placed
S2434,9.53,IT,3,0,0,1,1,47.8,5.1,56.3,1,3,0,56.6,2,1,MNC,Analyst,79.07,Placed
S2435,8.3,EEE,3,1,0,1,0,68.1,9.3,41.5,2,1,0,72.0,2,1,MNC,Software Engineer,90.29,Placed
S2436,5.19,Mechanical,3,0,0,0,0,42.1,5.1,91.3,2,1,3,44.5,0,0,Not Placed,Not Placed,0.0,Not Placed
S2437,8.3,CSE,1,1,0,0,1,57.7,8.9,70.8,0,6,0,76.3,2,1,MNC,Web Developer,67.42,Placed
S2438,6.32,Civil,3,0,0,1,1,32.7,5.8,90.6,1,3,0,63.2,2,0,Not Placed,Not Placed,0.0,Not Placed
S2439,9.51,Civil,3,0,1,0,0,93.0,4.9,47.2,0,4,0,42.1,1,1,Startup,Software Engineer,46.85,Placed
S2440,7.24,Civil,3,0,0,1,0,81.3,8.2,43.5,1,3,0,59.5,1,1,Startup,Analyst,43.2,Placed
S2441,8.3,Mechanical,1,1,0,1,0,43.2,8.6,48.9,3,5,0,100.0,2,1,Mid-size,Analyst,61.86,Placed
S2442,6.58,Mechanical,1,1,0,1,1,77.0,7.1,89.7,2,3,0,86.4,3,1,Top Tech,Web Developer,112.2,Placed
S2443,5.32,EEE,3,0,1,1,0,3.1,8.1,91.3,2,6,0,97.7,2,1,MNC,Web Developer,91.01,Placed
S2444,5.03,Mechanical,3,1,0,0,0,44.6,8.4,41.6,3,5,0,91.2,1,1,Startup,Analyst,53.18,Placed
S2445,8.42,EEE,2,1,0,0,0,68.3,4.3,70.9,1,3,2,45.5,1,0,Not Placed,Not Placed,0.0,Not Placed
S2446,9.76,ECE,2,1,1,0,1,18.8,9.9,50.5,1,5,1,90.1,3,1,Mid-size,Data Scientist,69.37,Placed
S2447,8.87,CSE,3,0,1,0,0,72.2,9.7,55.8,2,3,0,74.9,1,1,Startup,Analyst,40.81,Placed
S2448,8.58,Civil,3,0,1,0,1,88.9,8.1,55.7,0,3,0,63.2,2,1,Mid-size,Analyst,58.6,Placed
S2449,8.63,CSE,3,0,1,0,0,71.3,5.9,82.9,1,1,1,45.5,1,1,Startup,Web Developer,52.65,Placed
S2450,5.17,Mechanical,1,0,0,0,0,50.2,4.2,68.4,2,1,0,36.6,0,0,Not Placed,Not Placed,0.0,Not Placed
S2451,8.25,Mechanical,1,1,0,0,0,51.1,5.1,61.7,2,5,1,72.3,1,1,Startup,Analyst,48.48,Placed
S2452,9.39,Civil,3,1,1,1,0,94.5,7.3,70.2,0,2,0,58.3,3,1,MNC,Software Engineer,73.76,Placed
S2453,7.9,ECE,2,1,0,1,0,33.8,8.5,79.6,0,3,0,61.5,2,1,Mid-size,Software Engineer,57.72,Placed
S2454,5.71,IT,3,1,0,0,0,74.0,4.6,52.4,3,2,1,62.9,1,0,Not Placed,Not Placed,0.0,Not Placed
S2455,6.4,CSE,2,1,1,1,1,35.1,8.2,60.2,1,4,0,98.4,4,1,Mid-size,Analyst,64.26,Placed
S2456,7.88,IT,3,0,0,0,1,58.8,8.8,50.1,1,6,1,75.4,1,1,Startup,Analyst,39.02,Placed
S2457,8.63,ECE,2,0,0,1,1,98.9,4.8,61.4,0,3,0,53.3,2,1,MNC,Software Engineer,71.92,Placed
S2458,8.58,Civil,1,1,0,1,1,20.2,9.1,98.4,0,6,0,90.5,3,1,MNC,Data Scientist,74.99,Placed
S2459,8.51,Mechanical,3,1,1,0,1,13.5,7.1,76.8,0,1,0,52.9,3,1,MNC,Data Scientist,74.45,Placed
S2460,9.8,Civil,2,0,1,0,0,94.1,4.4,59.1,1,3,0,48.1,1,1,Startup,Analyst,47.76,Placed
S2461,5.44,IT,2,1,1,0,1,20.0,8.5,94.7,1,5,0,88.0,3,1,Mid-size,Data Scientist,48.53,Placed
S2462,8.61,EEE,1,1,0,0,1,7.5,6.5,83.8,1,6,0,79.5,2,1,MNC,Software Engineer,63.69,Placed
S2463,6.39,ECE,1,0,0,0,0,29.3,6.4,84.7,3,6,3,80.9,0,1,Startup,Data Scientist,49.68,Placed
S2464,6.27,Mechanical,1,0,1,0,0,38.7,5.0,66.5,0,1,1,29.0,1,0,Not Placed,Not Placed,0.0,Not Placed
S2465,6.35,EEE,2,1,1,0,0,12.9,5.0,72.0,1,6,0,75.0,2,1,Mid-size,Web Developer,63.22,Placed
S2466,6.16,IT,3,1,1,1,1,63.7,5.5,87.0,0,2,0,63.7,4,1,Mid-size,Web Developer,68.62,Placed
S2467,6.55,Civil,3,1,0,0,1,13.9,6.7,58.7,0,6,0,71.2,2,1,Mid-size,Data Scientist,59.0,Placed
S2468,8.09,IT,3,0,1,0,0,39.2,4.1,98.1,1,5,0,56.8,1,1,Startup,Analyst,38.6,Placed
S2469,5.9,CSE,3,0,0,0,1,90.3,9.0,53.8,2,2,0,65.8,1,1,Startup,Analyst,44.18,Placed
S2470,9.83,CSE,1,0,0,0,0,39.8,4.6,72.9,1,4,3,45.0,0,0,Not Placed,Not Placed,0.0,Not Placed
S2471,5.44,IT,2,1,1,0,0,75.0,7.4,75.1,0,2,0,49.3,2,1,MNC,Web Developer,72.63,Placed
S2472,6.63,EEE,2,1,1,1,0,87.7,6.3,58.5,1,2,2,66.8,3,1,MNC,Web Developer,83.65,Placed
S2473,6.28,Civil,3,1,1,0,0,72.1,5.8,92.8,0,4,0,59.2,2,1,Mid-size,Data Scientist,52.24,Placed
S2474,6.24,EEE,3,1,1,1,0,87.5,7.5,94.9,0,5,0,74.8,3,1,MNC,Web Developer,73.74,Placed
S2475,9.42,EEE,2,1,0,1,1,36.7,7.6,83.8,0,1,0,62.7,3,1,MNC,Data Scientist,80.64,Placed
S2476,6.78,Mechanical,2,1,1,0,1,1.4,9.6,89.8,3,5,0,111.2,3,1,MNC,Software Engineer,83.12,Placed
S2477,9.18,ECE,2,1,0,0,1,80.6,6.1,70.9,2,2,0,71.4,2,1,MNC,Web Developer,90.77,Placed
S2478,9.31,Civil,2,0,0,0,0,26.4,8.3,68.5,2,1,0,53.0,0,1,Startup,Software Engineer,46.78,Placed
S2479,5.28,CSE,3,0,0,0,1,43.5,4.5,91.2,3,3,0,64.3,1,1,Startup,Analyst,44.97,Placed
S2480,8.3,EEE,3,1,0,0,0,86.0,4.9,66.3,0,5,0,44.7,1,1,Startup,Analyst,43.82,Placed
S2481,6.08,ECE,2,1,0,0,1,23.1,4.8,91.4,0,3,0,51.3,2,1,MNC,Analyst,59.93,Placed
S2482,6.22,CSE,2,0,0,0,0,50.4,8.8,56.1,1,4,3,60.4,0,0,Not Placed,Not Placed,0.0,Not Placed
S2483,8.39,Civil,3,1,0,0,0,28.0,8.2,92.3,0,5,1,60.4,1,0,Not Placed,Not Placed,0.0,Not Placed
S2484,6.88,EEE,2,1,1,0,1,73.3,4.1,45.4,0,4,0,65.3,3,1,MNC,Data Scientist,80.17,Placed
S2485,6.75,Civil,3,1,0,0,1,50.1,8.6,91.8,0,2,1,55.9,2,0,Not Placed,Not Placed,0.0,Not Placed
S2486,6.72,Mechanical,1,1,1,0,1,34.0,8.0,72.8,0,2,0,59.5,3,1,MNC,Analyst,72.47,Placed
S2487,5.54,Civil,3,1,1,0,0,16.4,4.4,92.8,0,3,0,47.1,2,1,MNC,Data Scientist,73.55,Placed
S2488,9.5,ECE,3,1,1,1,1,38.5,9.6,43.3,2,6,0,120.5,4,1,MNC,Software Engineer,97.84,Placed
S2489,9.22,Civil,1,1,1,0,0,31.3,9.8,88.1,1,4,1,82.2,2,1,MNC,Software Engineer,85.35,Placed
S2490,5.17,CSE,2,1,0,0,0,91.7,5.5,74.1,1,4,1,59.9,1,1,Startup,Software Engineer,39.54,Placed
S2491,7.34,Mechanical,1,1,1,1,0,46.3,5.2,55.1,1,4,2,78.0,3,1,MNC,Web Developer,81.09,Placed
S2492,7.3,ECE,1,1,1,1,1,33.5,5.5,44.7,2,5,0,106.2,4,1,Mid-size,Analyst,70.71,Placed
S2493,6.89,ECE,1,0,0,0,1,63.3,8.0,46.2,1,4,0,67.1,1,1,Startup,Software Engineer,51.21,Placed
S2494,6.79,CSE,3,1,1,0,0,0.2,8.4,74.0,0,1,0,47.1,2,0,Not Placed,Not Placed,0.0,Not Placed
S2495,5.66,CSE,1,0,1,1,1,29.3,9.2,83.4,2,3,0,88.7,3,1,Mid-size,Data Scientist,59.31,Placed
S2496,7.75,Mechanical,3,1,0,0,0,76.9,5.6,40.1,3,1,2,62.8,1,1,Startup,Software Engineer,55.43,Placed
S2497,7.79,Civil,1,1,1,1,1,84.6,7.6,68.6,0,6,1,90.6,4,1,MNC,Software Engineer,73.82,Placed
S2498,5.01,Mechanical,1,1,1,0,1,89.6,6.6,81.5,3,6,0,105.3,3,1,Top Tech,Web Developer,113.35,Placed
S2499,6.85,Civil,3,1,1,0,1,35.0,6.4,86.9,0,2,0,61.7,3,0,Not Placed,Not Placed,0.0,Not Placed
S2500,6.38,Mechanical,1,1,1,0,1,9.0,7.7,60.5,0,2,0,58.4,3,1,Mid-size,Software Engineer,62.92,Placed
S2501,5.69,Civil,1,1,0,1,1,41.1,4.9,94.6,2,4,0,84.2,3,1,MNC,Analyst,85.04,Placed
S2502,9.6,ECE,2,1,0,0,0,24.4,7.8,56.9,0,2,0,38.5,1,1,Startup,Software Engineer,41.96,Placed
S2503,5.79,Civil,2,1,1,0,1,90.5,4.3,47.2,0,5,0,70.3,3,1,Mid-size,Analyst,70.95,Placed
S2504,9.22,EEE,3,0,0,1,1,54.8,6.2,92.0,0,2,0,44.0,2,1,Mid-size,Analyst,56.9,Placed
S2505,9.78,ECE,1,1,1,0,0,83.6,7.0,64.4,1,3,0,62.5,2,1,MNC,Software Engineer,79.36,Placed
S2506,6.69,ECE,1,1,1,0,0,49.4,8.7,78.7,0,4,0,64.8,2,1,Mid-size,Web Developer,59.1,Placed
S2507,6.51,EEE,2,1,0,0,1,34.3,4.3,60.6,1,6,0,76.5,2,1,Mid-size,Software Engineer,49.53,Placed
S2508,5.64,ECE,2,1,1,0,1,16.9,9.9,83.0,0,3,0,70.3,3,1,MNC,Data Scientist,71.6,Placed
S2509,9.13,EEE,1,0,0,0,1,29.5,7.6,86.6,0,3,1,51.2,1,1,Startup,Web Developer,49.4,Placed
S2510,7.91,IT,3,1,0,1,0,82.9,7.3,99.2,0,4,0,61.0,2,1,MNC,Web Developer,74.8,Placed
S2511,7.9,IT,3,1,1,1,0,69.8,9.2,90.4,2,2,1,90.7,3,1,Mid-size,Web Developer,61.98,Placed
S2512,6.28,CSE,1,1,1,0,1,26.3,9.7,40.8,3,6,1,117.5,3,1,Mid-size,Web Developer,63.13,Placed
S2513,9.38,IT,3,0,1,0,0,68.3,4.5,92.2,1,2,0,48.1,1,1,Startup,Software Engineer,50.44,Placed
S2514,7.63,EEE,3,0,1,0,1,99.7,9.9,54.2,0,3,0,66.8,2,1,Mid-size,Analyst,59.01,Placed
S2515,7.25,CSE,1,1,0,0,0,55.6,5.5,84.2,2,4,1,70.2,1,1,Startup,Software Engineer,45.09,Placed
S2516,7.88,CSE,3,0,0,0,1,58.4,5.3,55.8,2,3,0,58.6,1,0,Not Placed,Not Placed,0.0,Not Placed
S2517,5.14,Civil,2,1,0,1,0,79.4,5.9,53.4,3,6,0,95.5,2,1,MNC,Web Developer,88.61,Placed
S2518,5.75,CSE,2,0,1,0,0,50.0,4.5,54.5,2,4,0,64.1,1,1,Startup,Data Scientist,47.6,Placed
S2519,9.66,Civil,3,1,0,0,0,58.3,8.2,52.6,2,2,0,67.6,1,1,Startup,Software Engineer,41.53,Placed
S2520,7.01,CSE,3,0,1,0,0,23.0,9.0,54.9,0,3,0,54.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S2521,9.83,EEE,2,0,0,0,1,72.3,4.9,66.3,1,6,0,63.9,1,1,Startup,Data Scientist,44.44,Placed
S2522,5.02,Civil,2,1,1,0,0,98.9,7.9,47.6,1,4,1,76.7,2,1,MNC,Web Developer,70.82,Placed
S2523,6.53,Mechanical,1,0,0,0,0,78.7,7.0,62.4,0,2,0,26.3,0,1,Startup,Web Developer,40.33,Placed
S2524,5.92,EEE,2,1,0,0,0,14.0,5.1,90.9,0,4,1,45.7,1,0,Not Placed,Not Placed,0.0,Not Placed
S2525,6.32,EEE,3,1,0,0,0,26.2,9.7,74.5,3,5,0,96.7,1,1,Startup,Software Engineer,42.2,Placed
S2526,7.41,Mechanical,1,0,0,0,0,25.5,6.3,74.8,2,3,0,51.3,0,1,Startup,Software Engineer,41.28,Placed
S2527,9.18,EEE,3,1,0,1,1,72.0,5.3,94.3,1,6,1,85.0,3,1,Mid-size,Web Developer,71.73,Placed
S2528,9.79,CSE,3,1,1,0,1,1.4,4.8,65.5,0,2,1,51.8,3,0,Not Placed,Not Placed,0.0,Not Placed
S2529,8.6,Mechanical,2,1,0,1,1,59.0,8.9,54.7,0,4,0,75.1,3,1,MNC,Analyst,76.84,Placed
S2530,6.43,Civil,2,1,0,1,0,54.5,9.8,80.0,2,1,0,75.2,2,1,MNC,Web Developer,88.18,Placed
S2531,8.67,CSE,3,1,0,0,0,64.1,7.3,42.4,2,5,1,74.8,1,1,Startup,Software Engineer,39.71,Placed
S2532,6.08,ECE,3,0,1,0,0,94.4,7.5,45.0,0,6,0,62.1,1,1,Startup,Analyst,37.77,Placed
S2533,6.6,CSE,2,0,0,1,0,11.1,9.7,77.3,0,2,0,50.1,1,0,Not Placed,Not Placed,0.0,Not Placed
S2534,5.98,ECE,3,1,1,0,0,86.2,9.9,91.3,0,3,0,60.2,2,1,MNC,Data Scientist,83.86,Placed
S2535,6.99,IT,3,1,0,0,0,43.6,8.7,48.5,3,5,2,91.6,1,1,Startup,Software Engineer,46.34,Placed
S2536,8.39,EEE,3,1,0,0,1,29.8,5.3,52.9,0,1,1,38.1,2,0,Not Placed,Not Placed,0.0,Not Placed
S2537,7.94,IT,2,0,1,0,0,22.6,4.2,50.4,0,5,0,43.0,1,0,Not Placed,Not Placed,0.0,Not Placed
S2538,7.43,Civil,2,1,1,0,1,91.7,5.9,77.0,1,6,0,92.3,3,1,MNC,Software Engineer,92.55,Placed
S2539,8.66,Civil,3,1,1,0,0,46.7,6.4,77.2,1,1,1,49.7,2,0,Not Placed,Not Placed,0.0,Not Placed
S2540,9.81,ECE,2,0,1,0,0,71.7,7.9,64.9,3,1,0,69.8,1,1,Startup,Software Engineer,47.25,Placed
S2541,8.32,Civil,2,1,0,0,1,47.6,5.8,89.9,2,4,0,78.5,2,1,Mid-size,Data Scientist,68.0,Placed
S2542,5.87,IT,1,0,1,0,0,38.6,5.0,70.5,1,6,1,66.8,1,1,Startup,Data Scientist,46.15,Placed
S2543,7.46,CSE,3,1,1,0,0,52.2,4.2,83.4,0,4,2,55.3,2,0,Not Placed,Not Placed,0.0,Not Placed
S2544,6.2,Mechanical,1,1,1,0,0,24.3,7.5,64.0,2,2,1,70.3,2,1,MNC,Web Developer,87.11,Placed
S2545,7.24,EEE,1,1,1,0,0,8.8,4.6,91.1,0,2,0,41.0,2,1,MNC,Analyst,65.72,Placed
S2546,6.14,EEE,3,1,0,0,1,43.0,9.2,77.9,3,3,0,88.2,2,1,Mid-size,Web Developer,60.08,Placed
S2547,5.1,CSE,1,1,1,0,0,42.1,8.2,91.6,0,4,1,60.0,2,1,MNC,Analyst,83.9,Placed
S2548,7.96,CSE,2,1,0,0,1,69.1,9.0,71.2,0,2,0,55.4,2,1,MNC,Software Engineer,63.93,Placed
S2549,8.76,EEE,1,1,0,0,0,79.8,9.0,73.6,0,6,0,66.8,1,1,Startup,Data Scientist,42.05,Placed
S2550,7.85,Civil,3,1,0,1,0,11.3,4.8,53.3,1,2,1,54.7,2,0,Not Placed,Not Placed,0.0,Not Placed
S2551,8.64,Mechanical,2,0,0,0,0,90.9,6.9,55.5,1,3,2,41.9,0,1,Startup,Data Scientist,46.46,Placed
S2552,8.9,Civil,3,0,1,0,0,10.5,4.8,76.9,0,5,0,53.4,1,0,Not Placed,Not Placed,0.0,Not Placed
S2553,9.93,IT,1,0,1,0,1,38.6,7.7,58.6,0,1,0,44.5,2,1,Mid-size,Software Engineer,52.65,Placed
S2554,6.36,Civil,1,1,1,0,0,65.3,5.8,70.8,1,2,0,61.6,2,1,Mid-size,Web Developer,60.0,Placed
S2555,6.8,Civil,1,1,1,0,1,36.4,4.5,88.5,0,1,0,49.4,3,1,Mid-size,Web Developer,62.77,Placed
S2556,9.72,Mechanical,1,1,1,0,0,57.3,5.9,99.1,0,5,0,61.0,2,1,Mid-size,Data Scientist,55.62,Placed
S2557,5.7,Civil,3,1,1,1,0,45.7,5.3,50.1,0,6,2,77.0,3,0,Not Placed,Not Placed,0.0,Not Placed
S2558,7.82,IT,1,1,1,0,1,98.1,5.4,93.7,2,6,0,100.8,3,1,Top Tech,Data Scientist,100.25,Placed
S2559,8.01,Civil,1,1,0,0,0,51.9,5.5,48.7,0,4,0,42.8,1,1,Startup,Analyst,35.32,Placed
S2560,9.18,CSE,2,1,0,0,1,98.9,4.3,73.2,0,6,0,58.9,2,1,Mid-size,Data Scientist,70.52,Placed
S2561,6.44,Mechanical,1,0,0,0,1,71.2,9.4,61.3,1,2,0,55.4,1,1,Startup,Software Engineer,48.03,Placed
S2562,5.59,CSE,2,0,0,0,0,51.6,6.4,86.4,2,1,0,48.9,0,0,Not Placed,Not Placed,0.0,Not Placed
S2563,9.22,Mechanical,3,1,1,0,0,41.2,7.6,92.1,2,1,2,71.6,2,0,Not Placed,Not Placed,0.0,Not Placed
S2564,7.45,IT,1,0,1,0,0,29.2,9.9,76.9,1,5,0,77.8,1,1,Startup,Data Scientist,47.11,Placed
S2565,6.7,EEE,2,1,1,0,0,20.3,6.1,93.1,2,4,0,77.5,2,1,MNC,Web Developer,84.11,Placed
S2566,5.32,ECE,1,1,0,0,0,20.5,8.9,84.5,3,5,1,95.0,1,1,Startup,Data Scientist,44.23,Placed
S2567,6.01,ECE,1,0,1,0,0,0.9,5.7,40.8,1,2,0,45.9,1,1,Startup,Software Engineer,37.69,Placed
S2568,5.05,Mechanical,1,1,0,0,0,7.2,6.4,58.9,2,1,0,53.6,1,0,Not Placed,Not Placed,0.0,Not Placed
S2569,7.38,ECE,1,1,0,0,1,15.8,6.6,97.9,2,3,3,72.2,2,0,Not Placed,Not Placed,0.0,Not Placed
S2570,9.89,CSE,2,0,1,0,1,39.7,7.0,42.6,0,4,0,63.5,2,1,MNC,Data Scientist,82.73,Placed
S2571,8.4,EEE,1,0,0,0,0,99.2,6.5,95.7,0,2,0,28.0,0,1,Startup,Analyst,44.24,Placed
S2572,7.16,Mechanical,1,1,0,1,1,39.7,5.7,76.8,3,1,0,86.3,3,1,MNC,Web Developer,79.49,Placed
S2573,9.52,IT,3,1,0,0,1,15.8,7.3,75.3,2,3,0,74.2,2,1,Mid-size,Software Engineer,71.4,Placed
S2574,6.54,IT,1,1,1,1,0,27.0,8.2,95.7,2,3,0,90.6,3,1,MNC,Web Developer,81.09,Placed
S2575,7.6,IT,1,1,1,1,1,44.0,8.5,70.8,3,3,0,109.0,4,1,MNC,Web Developer,74.24,Placed
S2576,5.38,CSE,1,1,0,1,0,5.9,5.8,77.0,0,2,2,45.9,2,0,Not Placed,Not Placed,0.0,Not Placed
S2577,9.1,CSE,1,0,0,0,1,93.3,5.3,73.2,0,2,0,40.2,1,1,Startup,Software Engineer,40.25,Placed
S2578,7.21,Civil,3,1,0,1,0,85.8,5.0,85.4,3,1,0,67.3,2,1,Mid-size,Analyst,56.88,Placed
S2579,9.8,EEE,3,0,0,1,0,53.5,8.5,52.6,3,3,0,76.1,1,1,Startup,Web Developer,45.42,Placed
S2580,6.01,Civil,1,0,1,0,0,43.6,6.8,86.7,0,3,0,50.3,1,1,Startup,Data Scientist,40.36,Placed
S2581,9.78,IT,3,1,0,0,0,67.6,7.4,91.0,2,6,0,84.6,1,1,Startup,Analyst,54.77,Placed
S2582,6.18,Mechanical,2,1,1,0,0,9.8,5.0,43.7,1,1,0,45.6,2,0,Not Placed,Not Placed,0.0,Not Placed
S2583,5.4,EEE,1,0,0,0,0,28.5,4.9,66.4,1,5,0,47.0,0,1,Startup,Data Scientist,37.7,Placed
S2584,6.94,Mechanical,3,1,1,1,0,93.9,7.4,99.6,1,5,1,90.4,3,1,Mid-size,Software Engineer,67.01,Placed
S2585,9.1,Mechanical,1,0,0,1,1,31.8,7.8,86.2,0,3,0,58.7,2,1,Mid-size,Web Developer,67.13,Placed
S2586,7.17,Mechanical,1,0,1,0,1,78.0,4.9,76.1,1,4,0,69.5,2,1,Mid-size,Analyst,60.22,Placed
S2587,9.66,ECE,2,1,0,0,1,98.7,5.5,83.3,1,6,1,74.1,2,1,MNC,Software Engineer,92.13,Placed
S2588,6.18,Mechanical,1,1,0,0,1,38.3,6.8,91.3,0,1,0,44.5,2,1,Mid-size,Data Scientist,63.67,Placed
S2589,6.51,CSE,3,0,1,0,0,80.3,7.1,47.2,1,2,0,53.5,1,1,Startup,Software Engineer,44.28,Placed
S2590,9.94,Mechanical,2,0,0,1,0,65.1,6.6,62.6,0,2,0,43.1,1,1,Startup,Data Scientist,43.74,Placed
S2591,7.52,EEE,3,1,0,0,1,21.7,6.3,71.9,3,2,0,77.2,2,1,MNC,Data Scientist,83.46,Placed
S2592,5.97,ECE,1,1,0,0,0,92.7,10.0,78.9,1,5,1,76.8,1,1,Startup,Data Scientist,52.38,Placed
S2593,9.57,CSE,1,0,1,1,0,32.7,6.5,87.7,1,6,0,76.4,2,1,MNC,Web Developer,76.48,Placed
S2594,5.37,EEE,1,1,1,0,0,26.0,6.9,79.6,0,1,1,47.7,2,0,Not Placed,Not Placed,0.0,Not Placed
S2595,8.92,IT,3,1,1,1,1,59.5,9.4,76.0,1,5,0,101.9,4,1,MNC,Software Engineer,84.2,Placed
S2596,9.77,CSE,3,1,0,1,1,55.3,5.1,42.4,1,5,1,75.3,3,1,Mid-size,Analyst,64.53,Placed
